date,city,latitude,longitude,pm25,aqi,aqi_category,pm10,o3,no2,so2,co,temperature,humidity,wind_speed,year,month,day,hour,day_of_week,season,is_weekend
2021-01-03,Albany,42.6526,-73.7562,9.16,51,Moderate,24.95,39.61,14.95,3.99,0.57,9.16,61.0,6.8,2021,1,3,0,6,Winter,1
2021-01-04,Albany,42.6526,-73.7562,12.28,57,Moderate,31.29,27.32,21.04,5.36,0.67,11.45,60.5,7.4,2021,1,4,0,0,Winter,0
2021-01-05,Albany,42.6526,-73.7562,9.8,52,Moderate,16.23,40.99,26.96,3.24,0.54,16.87,58.3,1.7,2021,1,5,0,1,Winter,0
2021-01-06,Albany,42.6526,-73.7562,12.12,57,Moderate,15.49,35.91,14.02,5.17,0.7,5.41,30.3,0.9,2021,1,6,0,2,Winter,0
2021-01-07,Albany,42.6526,-73.7562,16.35,65,Moderate,15.76,19.65,15.78,3.88,0.58,7.59,72.3,9.0,2021,1,7,0,3,Winter,0
2021-01-08,Albany,42.6526,-73.7562,8.41,47,Good,19.14,23.72,22.47,6.35,0.68,11.0,63.1,2.1,2021,1,8,0,4,Winter,0
2021-01-09,Albany,42.6526,-73.7562,10.02,53,Moderate,20.36,38.05,18.81,4.79,0.67,23.34,83.6,1.8,2021,1,9,0,5,Winter,1
2021-01-10,Albany,42.6526,-73.7562,11.16,55,Moderate,21.64,34.79,19.78,4.5,0.36,23.55,43.9,4.4,2021,1,10,0,6,Winter,1
2021-01-11,Albany,42.6526,-73.7562,9.46,52,Moderate,17.11,21.48,26.42,3.76,0.34,16.39,33.8,6.8,2021,1,11,0,0,Winter,0
2021-01-12,Albany,42.6526,-73.7562,14.59,61,Moderate,32.54,24.89,12.47,6.06,0.58,21.38,76.4,4.6,2021,1,12,0,1,Winter,0
2021-01-13,Albany,42.6526,-73.7562,8.87,49,Good,29.69,41.77,21.2,5.59,0.55,9.83,50.9,2.4,2021,1,13,0,2,Winter,0
2021-01-14,Albany,42.6526,-73.7562,14.85,62,Moderate,31.39,40.82,13.79,5.58,0.64,11.6,89.1,4.7,2021,1,14,0,3,Winter,0
2021-01-15,Albany,42.6526,-73.7562,7.97,44,Good,34.96,27.38,24.34,4.67,0.51,8.56,32.3,7.5,2021,1,15,0,4,Winter,0
2021-01-16,Albany,42.6526,-73.7562,9.26,51,Moderate,21.43,30.28,26.33,3.0,0.64,13.05,58.4,9.4,2021,1,16,0,5,Winter,1
2021-01-17,Albany,42.6526,-73.7562,9.93,53,Moderate,20.95,36.22,13.66,5.17,0.58,9.6,42.1,9.1,2021,1,17,0,6,Winter,1
2021-01-18,Albany,42.6526,-73.7562,11.69,56,Moderate,26.68,23.27,25.71,6.97,0.31,9.72,36.8,3.5,2021,1,18,0,0,Winter,0
2021-01-19,Albany,42.6526,-73.7562,7.25,40,Good,30.29,25.67,26.43,3.48,0.51,9.07,41.4,2.5,2021,1,19,0,1,Winter,0
2021-01-20,Albany,42.6526,-73.7562,8.54,47,Good,34.48,31.05,14.75,6.69,0.36,22.65,68.4,5.1,2021,1,20,0,2,Winter,0
2021-01-21,Albany,42.6526,-73.7562,11.55,56,Moderate,21.61,24.86,20.3,3.58,0.57,24.03,82.2,7.0,2021,1,21,0,3,Winter,0
2021-01-22,Albany,42.6526,-73.7562,9.62,52,Moderate,26.25,34.74,27.2,4.24,0.68,21.75,54.5,9.4,2021,1,22,0,4,Winter,0
2021-01-23,Albany,42.6526,-73.7562,13.08,58,Moderate,33.46,31.44,16.24,5.21,0.35,22.85,83.1,2.8,2021,1,23,0,5,Winter,1
2021-01-24,Albany,42.6526,-73.7562,10.06,53,Moderate,17.03,38.02,17.75,3.84,0.6,20.0,64.3,6.9,2021,1,24,0,6,Winter,1
2021-01-25,Albany,42.6526,-73.7562,14.3,61,Moderate,27.85,23.46,27.47,4.03,0.34,6.72,67.6,7.9,2021,1,25,0,0,Winter,0
2021-01-26,Albany,42.6526,-73.7562,12.86,58,Moderate,22.42,40.95,22.74,5.14,0.42,10.21,58.8,3.0,2021,1,26,0,1,Winter,0
2021-01-27,Albany,42.6526,-73.7562,7.67,43,Good,32.87,22.08,15.55,5.8,0.42,19.97,53.7,6.1,2021,1,27,0,2,Winter,0
2021-01-28,Albany,42.6526,-73.7562,15.96,64,Moderate,28.56,22.33,13.29,3.89,0.63,14.16,47.8,3.7,2021,1,28,0,3,Winter,0
2021-01-29,Albany,42.6526,-73.7562,12.09,57,Moderate,26.93,29.4,17.76,5.06,0.32,17.29,80.8,2.5,2021,1,29,0,4,Winter,0
2021-01-30,Albany,42.6526,-73.7562,11.27,55,Moderate,32.07,36.91,22.78,5.02,0.51,11.78,53.5,1.5,2021,1,30,0,5,Winter,1
2021-01-31,Albany,42.6526,-73.7562,7.43,41,Good,31.7,37.7,14.84,6.56,0.54,13.4,74.0,5.4,2021,1,31,0,6,Winter,1
2021-02-01,Albany,42.6526,-73.7562,12.98,58,Moderate,37.11,24.76,29.4,6.15,0.72,8.99,74.5,4.8,2021,2,1,0,0,Winter,0
2021-02-02,Albany,42.6526,-73.7562,10.2,53,Moderate,28.01,25.94,14.37,5.78,0.36,21.09,33.3,5.3,2021,2,2,0,1,Winter,0
2021-02-03,Albany,42.6526,-73.7562,9.79,52,Moderate,32.12,27.95,23.59,6.5,0.53,25.85,86.2,0.5,2021,2,3,0,2,Winter,0
2021-02-04,Albany,42.6526,-73.7562,16.37,65,Moderate,30.21,43.94,14.89,5.19,0.63,13.77,31.9,0.9,2021,2,4,0,3,Winter,0
2021-02-05,Albany,42.6526,-73.7562,13.52,59,Moderate,25.68,39.15,27.07,4.23,0.64,8.38,57.0,9.0,2021,2,5,0,4,Winter,0
2021-02-06,Albany,42.6526,-73.7562,14.76,62,Moderate,32.69,21.81,21.66,3.58,0.68,21.07,38.2,7.7,2021,2,6,0,5,Winter,1
2021-02-07,Albany,42.6526,-73.7562,10.73,54,Moderate,28.07,42.41,14.56,4.6,0.55,23.96,34.5,0.9,2021,2,7,0,6,Winter,1
2021-02-08,Albany,42.6526,-73.7562,16.79,65,Moderate,37.34,31.66,15.38,5.29,0.68,23.62,49.2,2.4,2021,2,8,0,0,Winter,0
2021-02-09,Albany,42.6526,-73.7562,14.32,61,Moderate,36.06,34.45,21.64,6.8,0.36,24.66,73.2,9.7,2021,2,9,0,1,Winter,0
2021-02-10,Albany,42.6526,-73.7562,12.21,57,Moderate,36.04,37.78,21.13,6.05,0.63,10.65,89.6,9.4,2021,2,10,0,2,Winter,0
2021-02-11,Albany,42.6526,-73.7562,13.78,60,Moderate,25.89,22.97,28.59,3.55,0.54,19.38,74.9,5.6,2021,2,11,0,3,Winter,0
2021-02-12,Albany,42.6526,-73.7562,14.54,61,Moderate,19.83,38.91,29.22,4.82,0.65,7.19,45.3,1.7,2021,2,12,0,4,Winter,0
2021-02-13,Albany,42.6526,-73.7562,14.69,61,Moderate,37.5,41.82,14.39,5.34,0.61,11.4,70.4,5.9,2021,2,13,0,5,Winter,1
2021-02-14,Albany,42.6526,-73.7562,14.87,62,Moderate,34.11,39.37,23.47,4.69,0.55,12.7,45.2,1.0,2021,2,14,0,6,Winter,1
2021-02-15,Albany,42.6526,-73.7562,13.23,59,Moderate,27.24,43.0,18.53,4.79,0.74,13.97,69.7,4.2,2021,2,15,0,0,Winter,0
2021-02-16,Albany,42.6526,-73.7562,13.25,59,Moderate,21.93,35.19,26.88,5.59,0.66,19.7,44.6,4.5,2021,2,16,0,1,Winter,0
2021-02-17,Albany,42.6526,-73.7562,10.44,53,Moderate,20.8,40.98,27.48,6.65,0.4,15.6,51.6,2.7,2021,2,17,0,2,Winter,0
2021-02-18,Albany,42.6526,-73.7562,12.57,57,Moderate,32.71,30.42,17.55,4.05,0.62,17.82,48.1,7.8,2021,2,18,0,3,Winter,0
2021-02-19,Albany,42.6526,-73.7562,11.81,56,Moderate,31.73,37.57,26.68,6.1,0.7,21.72,71.1,1.3,2021,2,19,0,4,Winter,0
2021-02-20,Albany,42.6526,-73.7562,16.52,65,Moderate,22.59,32.85,25.73,5.72,0.53,7.05,70.5,4.2,2021,2,20,0,5,Winter,1
2021-02-21,Albany,42.6526,-73.7562,15.29,63,Moderate,24.01,24.75,28.67,6.04,0.46,8.79,72.7,9.6,2021,2,21,0,6,Winter,1
2021-02-22,Albany,42.6526,-73.7562,8.25,46,Good,22.94,29.43,25.49,5.04,0.4,10.08,34.3,4.0,2021,2,22,0,0,Winter,0
2021-02-23,Albany,42.6526,-73.7562,16.57,65,Moderate,31.05,41.87,22.16,5.35,0.75,23.68,80.7,8.4,2021,2,23,0,1,Winter,0
2021-02-24,Albany,42.6526,-73.7562,8.77,49,Good,19.64,22.9,20.87,5.2,0.41,26.06,73.0,1.9,2021,2,24,0,2,Winter,0
2021-02-25,Albany,42.6526,-73.7562,10.63,54,Moderate,28.87,29.81,20.55,6.49,0.44,8.94,48.6,9.7,2021,2,25,0,3,Winter,0
2021-02-26,Albany,42.6526,-73.7562,17.01,66,Moderate,22.78,37.49,28.42,5.48,0.35,11.88,38.3,0.9,2021,2,26,0,4,Winter,0
2021-02-27,Albany,42.6526,-73.7562,11.77,56,Moderate,25.5,25.57,14.88,4.06,0.55,19.58,63.9,1.6,2021,2,27,0,5,Winter,1
2021-02-28,Albany,42.6526,-73.7562,9.1,51,Moderate,30.42,35.16,18.63,7.27,0.51,23.81,76.9,9.3,2021,2,28,0,6,Winter,1
2021-03-01,Albany,42.6526,-73.7562,12.42,57,Moderate,29.64,29.84,23.13,4.16,0.57,11.76,49.7,1.8,2021,3,1,0,0,Spring,0
2021-03-02,Albany,42.6526,-73.7562,13.52,59,Moderate,23.45,28.36,20.54,5.58,0.66,24.04,88.8,7.9,2021,3,2,0,1,Spring,0
2021-03-03,Albany,42.6526,-73.7562,13.17,59,Moderate,30.54,26.82,21.16,6.55,0.72,26.54,46.7,4.4,2021,3,3,0,2,Spring,0
2021-03-04,Albany,42.6526,-73.7562,15.1,62,Moderate,31.17,38.39,29.73,5.48,0.56,23.98,58.8,3.4,2021,3,4,0,3,Spring,0
2021-03-05,Albany,42.6526,-73.7562,13.61,59,Moderate,38.49,32.13,25.74,4.04,0.76,27.42,63.6,4.6,2021,3,5,0,4,Spring,0
2021-03-06,Albany,42.6526,-73.7562,10.27,53,Moderate,37.5,32.32,19.82,4.73,0.51,21.75,36.0,2.4,2021,3,6,0,5,Spring,1
2021-03-07,Albany,42.6526,-73.7562,16.47,65,Moderate,25.28,30.84,29.09,5.61,0.48,11.61,38.6,4.8,2021,3,7,0,6,Spring,1
2021-03-08,Albany,42.6526,-73.7562,14.81,62,Moderate,39.29,43.07,24.19,7.29,0.73,11.81,49.3,1.8,2021,3,8,0,0,Spring,0
2021-03-09,Albany,42.6526,-73.7562,13.32,59,Moderate,26.99,27.37,21.22,5.81,0.78,22.67,47.8,2.1,2021,3,9,0,1,Spring,0
2021-03-10,Albany,42.6526,-73.7562,12.11,57,Moderate,37.31,39.25,18.61,5.24,0.56,13.66,59.2,2.0,2021,3,10,0,2,Spring,0
2021-03-11,Albany,42.6526,-73.7562,18.84,69,Moderate,38.27,27.53,23.58,4.87,0.59,20.07,44.1,8.6,2021,3,11,0,3,Spring,0
2021-03-12,Albany,42.6526,-73.7562,15.3,63,Moderate,32.27,42.85,19.06,5.76,0.48,12.36,83.1,1.2,2021,3,12,0,4,Spring,0
2021-03-13,Albany,42.6526,-73.7562,16.6,65,Moderate,27.53,32.74,24.15,4.26,0.48,22.95,49.3,1.6,2021,3,13,0,5,Spring,1
2021-03-14,Albany,42.6526,-73.7562,17.27,66,Moderate,23.46,34.14,24.88,6.53,0.64,14.4,30.6,3.7,2021,3,14,0,6,Spring,1
2021-03-15,Albany,42.6526,-73.7562,15.25,62,Moderate,27.45,32.43,26.03,6.06,0.41,18.26,68.1,2.7,2021,3,15,0,0,Spring,0
2021-03-16,Albany,42.6526,-73.7562,14.36,61,Moderate,28.94,46.77,17.95,5.49,0.51,26.27,54.6,9.9,2021,3,16,0,1,Spring,0
2021-03-17,Albany,42.6526,-73.7562,18.64,69,Moderate,30.74,26.04,26.86,4.8,0.58,20.28,32.7,2.1,2021,3,17,0,2,Spring,0
2021-03-18,Albany,42.6526,-73.7562,9.2,51,Moderate,23.16,23.29,15.6,5.24,0.58,13.95,56.7,1.8,2021,3,18,0,3,Spring,0
2021-03-19,Albany,42.6526,-73.7562,14.97,62,Moderate,23.12,38.04,21.0,4.85,0.58,14.98,50.7,9.4,2021,3,19,0,4,Spring,0
2021-03-20,Albany,42.6526,-73.7562,11.46,55,Moderate,32.18,41.26,28.88,6.61,0.64,11.77,89.5,8.8,2021,3,20,0,5,Spring,1
2021-03-21,Albany,42.6526,-73.7562,16.29,64,Moderate,31.84,24.17,19.9,6.97,0.65,24.1,48.8,2.8,2021,3,21,0,6,Spring,1
2021-03-22,Albany,42.6526,-73.7562,10.69,54,Moderate,33.15,34.75,28.08,6.19,0.57,15.21,50.9,3.7,2021,3,22,0,0,Spring,0
2021-03-23,Albany,42.6526,-73.7562,18.91,69,Moderate,24.8,34.12,29.47,6.16,0.78,10.04,36.2,5.9,2021,3,23,0,1,Spring,0
2021-03-24,Albany,42.6526,-73.7562,9.21,51,Moderate,35.25,33.79,18.08,7.85,0.57,23.85,66.0,9.6,2021,3,24,0,2,Spring,0
2021-03-25,Albany,42.6526,-73.7562,18.63,69,Moderate,33.52,41.73,23.34,4.58,0.5,21.95,52.4,8.1,2021,3,25,0,3,Spring,0
2021-03-26,Albany,42.6526,-73.7562,18.66,69,Moderate,33.16,46.54,25.52,6.56,0.45,22.57,51.5,9.5,2021,3,26,0,4,Spring,0
2021-03-27,Albany,42.6526,-73.7562,18.09,68,Moderate,27.78,27.15,16.77,7.81,0.57,11.95,81.8,7.2,2021,3,27,0,5,Spring,1
2021-03-28,Albany,42.6526,-73.7562,16.96,66,Moderate,19.93,46.69,25.41,5.54,0.44,10.47,73.2,2.9,2021,3,28,0,6,Spring,1
2021-03-29,Albany,42.6526,-73.7562,9.92,53,Moderate,22.86,40.28,20.34,7.65,0.52,17.22,74.4,0.8,2021,3,29,0,0,Spring,0
2021-03-30,Albany,42.6526,-73.7562,13.87,60,Moderate,30.59,26.62,17.88,4.49,0.58,9.77,65.2,2.3,2021,3,30,0,1,Spring,0
2021-03-31,Albany,42.6526,-73.7562,14.83,62,Moderate,24.37,30.79,26.94,5.35,0.64,25.74,73.4,9.5,2021,3,31,0,2,Spring,0
2021-04-01,Albany,42.6526,-73.7562,16.37,65,Moderate,27.88,44.22,19.79,4.48,0.58,10.64,46.5,4.9,2021,4,1,0,3,Spring,0
2021-04-02,Albany,42.6526,-73.7562,10.33,53,Moderate,39.72,29.86,17.46,7.91,0.52,11.74,38.4,2.6,2021,4,2,0,4,Spring,0
2021-04-03,Albany,42.6526,-73.7562,18.66,69,Moderate,30.62,40.01,16.47,7.37,0.7,14.62,42.0,0.8,2021,4,3,0,5,Spring,1
2021-04-04,Albany,42.6526,-73.7562,15.72,63,Moderate,31.68,26.4,19.42,4.27,0.66,16.79,81.0,5.2,2021,4,4,0,6,Spring,1
2021-04-05,Albany,42.6526,-73.7562,18.54,69,Moderate,39.24,43.63,16.06,7.51,0.48,14.66,46.7,6.8,2021,4,5,0,0,Spring,0
2021-04-06,Albany,42.6526,-73.7562,13.38,59,Moderate,27.85,26.66,23.56,4.67,0.65,9.4,42.8,9.7,2021,4,6,0,1,Spring,0
2021-04-07,Albany,42.6526,-73.7562,15.56,63,Moderate,28.65,30.35,27.74,6.98,0.58,25.75,30.6,3.8,2021,4,7,0,2,Spring,0
2021-04-08,Albany,42.6526,-73.7562,14.18,60,Moderate,26.01,33.82,22.65,5.71,0.78,16.04,63.2,7.5,2021,4,8,0,3,Spring,0
2021-04-09,Albany,42.6526,-73.7562,9.56,52,Moderate,39.93,29.3,18.29,4.85,0.57,21.3,45.8,0.7,2021,4,9,0,4,Spring,0
2021-04-10,Albany,42.6526,-73.7562,9.6,52,Moderate,35.87,32.0,30.32,4.85,0.73,10.34,76.3,3.6,2021,4,10,0,5,Spring,1
2021-04-11,Albany,42.6526,-73.7562,12.51,57,Moderate,33.94,46.92,30.28,7.44,0.64,24.94,50.6,8.8,2021,4,11,0,6,Spring,1
2021-04-12,Albany,42.6526,-73.7562,17.99,68,Moderate,21.71,36.74,21.85,7.36,0.72,15.33,75.4,1.8,2021,4,12,0,0,Spring,0
2021-04-13,Albany,42.6526,-73.7562,9.52,52,Moderate,30.02,30.79,25.12,5.77,0.65,17.17,41.7,5.7,2021,4,13,0,1,Spring,0
2021-04-14,Albany,42.6526,-73.7562,12.12,57,Moderate,20.51,46.34,16.49,5.89,0.66,25.58,88.4,7.5,2021,4,14,0,2,Spring,0
2021-04-15,Albany,42.6526,-73.7562,12.31,57,Moderate,28.93,44.29,21.19,7.13,0.72,8.5,47.4,7.2,2021,4,15,0,3,Spring,0
2021-04-16,Albany,42.6526,-73.7562,14.39,61,Moderate,34.39,29.09,29.74,6.47,0.41,20.68,60.1,6.7,2021,4,16,0,4,Spring,0
2021-04-17,Albany,42.6526,-73.7562,16.15,64,Moderate,36.37,25.44,30.43,6.54,0.73,24.83,66.7,8.9,2021,4,17,0,5,Spring,1
2021-04-18,Albany,42.6526,-73.7562,14.63,61,Moderate,26.37,28.05,28.44,5.3,0.65,9.95,70.0,8.8,2021,4,18,0,6,Spring,1
2021-04-19,Albany,42.6526,-73.7562,19.38,70,Moderate,23.17,35.1,29.94,5.8,0.47,13.52,44.8,5.0,2021,4,19,0,0,Spring,0
2021-04-20,Albany,42.6526,-73.7562,14.14,60,Moderate,24.78,26.83,29.71,6.3,0.64,12.99,65.0,6.9,2021,4,20,0,1,Spring,0
2021-04-21,Albany,42.6526,-73.7562,9.91,53,Moderate,20.83,40.5,21.71,6.69,0.72,13.14,67.9,4.3,2021,4,21,0,2,Spring,0
2021-04-22,Albany,42.6526,-73.7562,15.58,63,Moderate,38.06,31.2,27.34,5.13,0.79,10.9,71.7,2.0,2021,4,22,0,3,Spring,0
2021-04-23,Albany,42.6526,-73.7562,12.78,58,Moderate,34.98,46.4,21.41,7.07,0.79,19.63,33.9,2.4,2021,4,23,0,4,Spring,0
2021-04-24,Albany,42.6526,-73.7562,10.16,53,Moderate,22.11,27.13,23.4,4.2,0.68,19.13,59.6,1.1,2021,4,24,0,5,Spring,1
2021-04-25,Albany,42.6526,-73.7562,9.67,52,Moderate,33.3,38.07,27.82,7.6,0.73,27.92,81.5,5.4,2021,4,25,0,6,Spring,1
2021-04-26,Albany,42.6526,-73.7562,12.22,57,Moderate,25.68,43.87,24.32,6.24,0.52,20.31,38.9,9.4,2021,4,26,0,0,Spring,0
2021-04-27,Albany,42.6526,-73.7562,17.31,66,Moderate,22.97,46.56,29.3,6.31,0.67,27.43,66.1,5.0,2021,4,27,0,1,Spring,0
2021-04-28,Albany,42.6526,-73.7562,11.42,55,Moderate,20.88,38.42,30.64,4.86,0.72,18.14,57.7,7.9,2021,4,28,0,2,Spring,0
2021-04-29,Albany,42.6526,-73.7562,11.37,55,Moderate,21.49,46.07,25.99,4.75,0.53,16.66,76.0,5.2,2021,4,29,0,3,Spring,0
2021-04-30,Albany,42.6526,-73.7562,16.58,65,Moderate,21.52,26.6,22.38,6.53,0.46,12.04,35.2,1.1,2021,4,30,0,4,Spring,0
2021-05-01,Albany,42.6526,-73.7562,15.25,62,Moderate,32.73,41.56,19.44,7.76,0.58,18.23,85.2,9.8,2021,5,1,0,5,Spring,1
2021-05-02,Albany,42.6526,-73.7562,16.79,65,Moderate,25.66,38.19,19.71,4.19,0.49,15.81,45.2,6.8,2021,5,2,0,6,Spring,1
2021-05-03,Albany,42.6526,-73.7562,9.97,53,Moderate,35.14,40.1,25.7,5.11,0.75,20.9,55.0,7.0,2021,5,3,0,0,Spring,0
2021-05-04,Albany,42.6526,-73.7562,14.78,62,Moderate,33.88,28.1,29.9,7.74,0.74,11.1,40.0,0.5,2021,5,4,0,1,Spring,0
2021-05-05,Albany,42.6526,-73.7562,14.98,62,Moderate,24.29,32.65,28.14,4.02,0.57,16.29,49.7,5.0,2021,5,5,0,2,Spring,0
2021-05-06,Albany,42.6526,-73.7562,15.52,63,Moderate,32.14,28.23,16.53,4.16,0.69,12.01,83.1,3.6,2021,5,6,0,3,Spring,0
2021-05-07,Albany,42.6526,-73.7562,15.8,63,Moderate,31.27,26.92,21.19,6.62,0.5,12.1,65.6,1.9,2021,5,7,0,4,Spring,0
2021-05-08,Albany,42.6526,-73.7562,14.76,62,Moderate,22.98,29.97,20.21,6.99,0.75,10.19,50.4,0.6,2021,5,8,0,5,Spring,1
2021-05-09,Albany,42.6526,-73.7562,14.64,61,Moderate,29.84,43.12,26.61,5.55,0.45,12.46,53.5,3.3,2021,5,9,0,6,Spring,1
2021-05-10,Albany,42.6526,-73.7562,18.43,68,Moderate,27.65,44.4,29.1,4.19,0.47,22.68,64.6,5.7,2021,5,10,0,0,Spring,0
2021-05-11,Albany,42.6526,-73.7562,12.96,58,Moderate,32.83,25.8,15.86,6.14,0.62,11.64,49.9,8.1,2021,5,11,0,1,Spring,0
2021-05-12,Albany,42.6526,-73.7562,11.64,56,Moderate,35.0,44.75,19.15,4.69,0.75,11.69,70.5,9.6,2021,5,12,0,2,Spring,0
2021-05-13,Albany,42.6526,-73.7562,13.31,59,Moderate,26.54,33.34,16.3,6.75,0.58,10.53,44.7,4.1,2021,5,13,0,3,Spring,0
2021-05-14,Albany,42.6526,-73.7562,12.3,57,Moderate,29.15,37.24,24.4,7.32,0.63,9.82,65.0,1.0,2021,5,14,0,4,Spring,0
2021-05-15,Albany,42.6526,-73.7562,16.32,64,Moderate,37.59,41.48,23.72,6.99,0.73,21.54,44.7,1.2,2021,5,15,0,5,Spring,1
2021-05-16,Albany,42.6526,-73.7562,9.33,51,Moderate,36.29,29.16,24.37,5.38,0.67,15.51,52.4,7.8,2021,5,16,0,6,Spring,1
2021-05-17,Albany,42.6526,-73.7562,18.41,68,Moderate,27.05,33.16,21.7,4.43,0.52,9.59,59.3,9.4,2021,5,17,0,0,Spring,0
2021-05-18,Albany,42.6526,-73.7562,11.82,56,Moderate,23.35,25.88,22.01,4.08,0.61,7.67,78.8,5.4,2021,5,18,0,1,Spring,0
2021-05-19,Albany,42.6526,-73.7562,10.01,53,Moderate,19.88,38.43,16.35,5.37,0.76,7.77,64.9,5.7,2021,5,19,0,2,Spring,0
2021-05-20,Albany,42.6526,-73.7562,18.85,69,Moderate,33.23,37.52,21.9,6.06,0.45,17.42,84.9,0.6,2021,5,20,0,3,Spring,0
2021-05-21,Albany,42.6526,-73.7562,15.03,62,Moderate,22.34,23.59,24.44,4.78,0.61,15.68,54.4,2.1,2021,5,21,0,4,Spring,0
2021-05-22,Albany,42.6526,-73.7562,18.5,69,Moderate,32.18,28.22,18.66,4.09,0.49,11.8,82.2,6.1,2021,5,22,0,5,Spring,1
2021-05-23,Albany,42.6526,-73.7562,9.59,52,Moderate,30.4,34.0,21.31,5.37,0.7,14.48,77.0,8.3,2021,5,23,0,6,Spring,1
2021-05-24,Albany,42.6526,-73.7562,15.6,63,Moderate,35.6,34.54,29.48,5.4,0.45,20.36,50.1,7.9,2021,5,24,0,0,Spring,0
2021-05-25,Albany,42.6526,-73.7562,18.52,69,Moderate,34.58,25.37,25.18,6.25,0.67,17.04,77.6,7.6,2021,5,25,0,1,Spring,0
2021-05-26,Albany,42.6526,-73.7562,18.36,68,Moderate,27.69,33.64,21.06,5.63,0.53,25.2,64.7,8.3,2021,5,26,0,2,Spring,0
2021-05-27,Albany,42.6526,-73.7562,11.12,55,Moderate,27.46,27.62,26.0,7.84,0.39,17.29,57.8,8.9,2021,5,27,0,3,Spring,0
2021-05-28,Albany,42.6526,-73.7562,15.35,63,Moderate,37.11,32.64,19.59,4.24,0.51,17.82,35.6,3.2,2021,5,28,0,4,Spring,0
2021-05-29,Albany,42.6526,-73.7562,19.05,70,Moderate,35.1,44.02,27.81,6.13,0.71,12.29,44.2,0.7,2021,5,29,0,5,Spring,1
2021-05-30,Albany,42.6526,-73.7562,14.45,61,Moderate,37.67,46.66,19.79,5.08,0.73,16.16,73.6,3.6,2021,5,30,0,6,Spring,1
2021-05-31,Albany,42.6526,-73.7562,15.08,62,Moderate,24.3,36.01,19.43,4.36,0.46,21.8,59.0,8.7,2021,5,31,0,0,Spring,0
2021-06-01,Albany,42.6526,-73.7562,13.45,59,Moderate,30.51,43.99,18.95,3.55,0.7,7.36,45.9,3.1,2021,6,1,0,1,Summer,0
2021-06-02,Albany,42.6526,-73.7562,9.43,52,Moderate,24.4,38.77,28.53,5.42,0.67,22.52,86.5,9.5,2021,6,2,0,2,Summer,0
2021-06-03,Albany,42.6526,-73.7562,12.52,57,Moderate,28.67,36.87,15.32,4.7,0.43,10.86,85.0,1.6,2021,6,3,0,3,Summer,0
2021-06-04,Albany,42.6526,-73.7562,15.75,63,Moderate,31.45,22.8,17.68,3.69,0.4,21.41,61.5,5.7,2021,6,4,0,4,Summer,0
2021-06-05,Albany,42.6526,-73.7562,14.93,62,Moderate,27.43,31.75,24.29,4.94,0.44,19.52,79.0,4.5,2021,6,5,0,5,Summer,1
2021-06-06,Albany,42.6526,-73.7562,16.35,65,Moderate,28.36,34.83,23.33,6.04,0.39,14.69,34.0,5.5,2021,6,6,0,6,Summer,1
2021-06-07,Albany,42.6526,-73.7562,11.19,55,Moderate,25.44,24.88,19.31,5.25,0.43,16.18,77.1,2.0,2021,6,7,0,0,Summer,0
2021-06-08,Albany,42.6526,-73.7562,12.9,58,Moderate,24.97,28.3,19.74,4.55,0.67,20.45,88.5,6.6,2021,6,8,0,1,Summer,0
2021-06-09,Albany,42.6526,-73.7562,11.2,55,Moderate,25.25,30.22,19.6,3.98,0.68,21.96,38.3,8.4,2021,6,9,0,2,Summer,0
2021-06-10,Albany,42.6526,-73.7562,10.25,53,Moderate,23.78,35.91,15.1,7.13,0.54,13.06,38.9,1.3,2021,6,10,0,3,Summer,0
2021-06-11,Albany,42.6526,-73.7562,15.9,64,Moderate,28.14,43.31,29.85,5.33,0.65,7.81,47.1,7.1,2021,6,11,0,4,Summer,0
2021-06-12,Albany,42.6526,-73.7562,13.57,59,Moderate,17.84,38.13,14.18,7.32,0.64,23.37,42.4,1.5,2021,6,12,0,5,Summer,1
2021-06-13,Albany,42.6526,-73.7562,10.22,53,Moderate,20.15,22.7,17.9,5.31,0.47,16.09,56.2,1.7,2021,6,13,0,6,Summer,1
2021-06-14,Albany,42.6526,-73.7562,9.94,53,Moderate,18.96,32.35,22.31,5.28,0.48,9.72,51.6,0.7,2021,6,14,0,0,Summer,0
2021-06-15,Albany,42.6526,-73.7562,17.53,67,Moderate,29.77,35.46,24.29,6.73,0.35,13.53,33.8,4.1,2021,6,15,0,1,Summer,0
2021-06-16,Albany,42.6526,-73.7562,13.71,60,Moderate,32.5,40.03,21.05,6.37,0.66,23.84,61.7,0.8,2021,6,16,0,2,Summer,0
2021-06-17,Albany,42.6526,-73.7562,12.76,58,Moderate,31.33,33.76,16.8,4.21,0.42,12.85,58.8,6.3,2021,6,17,0,3,Summer,0
2021-06-18,Albany,42.6526,-73.7562,15.36,63,Moderate,25.39,27.6,22.31,6.55,0.38,20.39,45.8,6.6,2021,6,18,0,4,Summer,0
2021-06-19,Albany,42.6526,-73.7562,11.0,55,Moderate,19.19,22.43,19.42,6.95,0.42,10.56,30.1,3.4,2021,6,19,0,5,Summer,1
2021-06-20,Albany,42.6526,-73.7562,12.8,58,Moderate,34.48,37.75,16.06,5.13,0.71,7.59,83.0,1.6,2021,6,20,0,6,Summer,1
2021-06-21,Albany,42.6526,-73.7562,13.58,59,Moderate,24.72,36.81,16.63,3.54,0.53,12.96,63.6,3.9,2021,6,21,0,0,Summer,0
